Country Code,Country,SDG Region,Sub-region,UNDP Region,Task Force Name,Description of Task Force,Type,Sector,Sector 2,#Men,#Women,Total,%Women,Leader Gender,Woman Leader,Composition Data,Composition Classification,Sources
ARG,Argentina,Americas,Latin America and the Caribbean,LAC,COVID-19 Committee of Experts,"COVID-19 Committee of Experts was created by the President to advise on COVID-19 response. It is composed of 8 members from medical and scientific areas who provide public health guidance on the COVID-19 response. The epidemiologists and infectologists who make up the Committee come from research institutes, hospitals, and health organizations. The Committee reviews public health studies and COVID-19 infection rates, and provides advice to the President. It is a consolatory committee and does not have any formal standing in governmental institutions. ",Expert,Public Health,Public Health,6,2,8,25.00,,Missing,Yes,Majority Men,https://www.lanacion.com.ar/sociedad/autocritica-como-explica-comite-infectologos-cifra-1-nid2484051/
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,LAC,Scientific Advisory Council (Consejo Científico Asesor para la lucha contra COVID-19 en Bolivia),"The main objective of the Scientific Advisory Council was to develop technical information to adopt public policies aimed at controlling the COVID-19 pandemic. This Council was made up of Bolivian specialists and experts in the area of ​​public health, the biomedical sciences, health economics, and strategic health communication. It provided recommendations on the control and management of COVID-19 in Bolivia. Since the 2020 election, the national COVID-19 response has been managed by the Ministry of Health and Sports and an inter-ministerial National Strategic Council for Health Emergencies. The Council dissolved on November 20, 2020.",Expert,Public Health,Public Health,6,2,8,25.00,Man,No,Yes,Majority Men,"https://gh.bmj.com/content/5/10/e003549;  
https://www.prosalud.org/noticia?id=263&cat=18; 
https://www.la-razon.com/sociedad/2020/04/24/ocho-profesionales-conforman-el-consejo-cientifico-asesor/; 

"
KHM,Cambodia,Asia,South-eastern Asia,Asia Pacific,Multidisciplinary Working Group,"The Ministry of Economy and Finance created the Multidisciplinary Working Group to analyze and plan monetary and banking measures. The Working Group aims to support the Committee on Economic and Financial Policy to design and implement measures to manage the impact of COVID-19 and the EU ""Everything but Arms"" withdrawal. The group is co-chaired by representatives from the Ministry of Economy and Finance and the National Bank of Cambodia, but has a fluid composition of officials from ministries, institutions, organizations, development partners, private sector representatives, and other relevant counterparts.",Decision-Making,Economic,Multi-Sectoral,6,2,8,25.00,Man and Woman (co-chairs),Co-Chair,Yes,Majority Men,https://www.eurocham-cambodia.org/post/714/03-07-APRIL-KEEPING-YOU-INFORMED-RECENT-ANNOUNCEMENTS-BY-THE-ROYAL-GOVERNMENT
EGY,Egypt,Africa,Northern Africa,Arab States,Scientific Committee to Combat Coronavirus (اللجنة العلمية لمكافحة  فيروس كورونا ),The Scientific Committee to Combat Coronavirus in Egypt was formed under the Ministry of Health and Population and the Ministry of Higher Education. The Committee is composed of various health experts and specialists and serves as a consultative body to the noted Ministry. Designing and updating the Ministry’s COVID-19 management policies represent the main responsibilities of the Committee. It regularly prepares reports on COVID-19-related data and conducts medical research on possible treatment developments such as local production of medication.,Expert,Public Health,Public Health,6,2,8,25.00,Man,No,Yes,Majority Men,"https://www.almasryalyoum.com/news/details/2196068; 
https://www.sis.gov.eg/Story/145699/Egypt-considers-convalescent-plasma-therapy-for-COVID-19?lang=en-us; 
https://www.brookings.edu/wp-content/uploads/2021/01/MENA-Covid-19-Survey-Egypt-January-28-2021-1.pdf"
LBY,Libya,Africa,Northern Africa,Arab States,Supreme Committee for Combating COVID-19 (اللجنة العليا لمكافحة وباء كورونا ),"The Supreme Committee for Combating COVID-19 was formed in coordination with the Prime Minister. The goal of the Committee is to provide technical, medical, and security requirements that are necessary to stop the spread of the virus in the country. It works in conjunction with the Medical Advisory Committee for Coronavirus. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,3,1,4,25.00,Man,No,Yes,Majority Men,"https://gh.bmj.com/content/5/10/e003549 ;
https://akhbarlibya24.net/2020/03/16/%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D8%AF-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-%D9%8A%D8%B4%D9%83%D9%84-%D9%84%D8%AC%D9%86%D8%A9-%D8%B9%D9%84%D9%8A%D8%A7-%D9%84%D9%85%D9%83%D8%A7%D9%81%D8%AD%D8%A9-%D9%88%D8%A8/;  
https://www.libyaobserver.ly/inbrief/supreme-committee-combat-coronavirus-review-travel-ban-protocol-citizens ;

https://reliefweb.int/sites/reliefweb.int/files/resources/who_libya_biweekly_report_1-15_january_2021.pdf"
COG,Congo,Africa,Sub-Saharan Africa,Africa,National Coordination for the Management of the Coronavirus Pandemic,"Under the authority of the President, the National Coordination for the Management of the Coronavirus was created. The National Coordination is responsible for establishing and implementing social and economic policies in response to COVID-19. Some specific responsibilities of the task force include to develop and enforce population protection measures and strengthen prevention and response policies. The members are composed of ministers from relevant government ministries.",Decision-Making,Multi-Sectoral,Multi-Sectoral,12,4,16,25.00,Man,No,Yes,Majority Men,"http://sante.gouv.cg/wp-content/uploads/2020/08/communique-de-la-coordination-nationale-de-gestion-de-la-pandemie.pdf-2020-05-11-5eb929412010e.pdf;  
https://www.tralac.org/documents/resources/COVID-19/countries/3599-congo-decree-no-2020-66-on-creation-and-organisation-of-the-national-coordination-for-the-management-of-COVID-19-27-march-2020-french/file.html;
http://www.ambacongo-us.org/en-us/aboutcongo/government.aspx"
URY,Uruguay,Americas,Latin America and the Caribbean,LAC,"Honorary Scientific Advisory Group (Grupo Asesor Científico Honorario, GACH)","The Honorary Scientific Advisory Group (GACH) was created by the President in April 2020. It provides expert scientific advice in health and data science areas, to a government decision-making team called Transición UY. The GACH is supported by a technical secretariat and has two working area teams: Health Planning, Care and Prevention; and Modeling and Data Science. Through weekly meetings, the GACH and Transición UY evaluate and discuss the recommendations generated, which are subsequently reflected in a report that is submitted to the President of the Republic of Uruguay.",Expert,Public Health,Public Health,42,14,56,25.00,Man,No,Yes,Majority Men,"Information provided by UNDP/UN Women CO; 
https://medios.presidencia.gub.uy/tav_portal/2020/noticias/AG_280/Informe_GACH.pdf"
DJI,Djibouti,Africa,Sub-Saharan Africa,Africa,National Committee for the Introduction and Deployment of the COVID 19 Vaccine (Commission nationale chargée de l'introduction et du déploiement du vaccin Covid 19 en République de Djibouti),"The National Committee for the Introduction and Deployment of the COVID-19 Vaccine in the Republic of Djibouti was created by the President in December 2020 by presidential decree. The President of the Committee is in charge of developing and implementing provisions for vaccine distribution and organising the three sub-committees to these ends. Committee members include representatives from the Ministry of Social Affairs and Solidarity, the National Social Security Fund, the Djibouti Institute of Statistics and the Army Health Service. ",Decision-Making,Public Health,Public Health,12,4,16,25.00,Man,No,Yes,Majority Men,https://www.presidence.dj/texte.php?ID=2020-333&ID2=2020-12-28&ID3=D%E9cret&ID4=24&ID5=2020-12-31&ID6=n
PER,Peru,Americas,Latin America and the Caribbean,LAC,Transitional National Committee of Research Ethics for the Evaluation and Ethical Supervision of Clinical Trials of the COVID-19 (El Comité Nacional Transitorio de Ética en Investigación en COVID-19 -CNTEI),"By Supreme Decree No. 014-2020-SA, on April 14, 2020, at the initiative of the Ministry of Health (MINSA) and the National Institute of Health (INS), it was established the Transitional National Committee of Research Ethics for the Evaluation and Ethical Supervision of Clinical Trials of the COVID-19 (CNTEI). The committee was specially created for the review and approval of clinical trials on COVID-19 that are carried out. It is composed by people with various professions and occupations (doctors, lawyers, community representatives, nurses, psychologists, etc.). The mission of this Committee is to review all clinical trial proposals and approve those where participants are protected. For this, they evaluate, for example, that clinical trials have a valid scientific design and are socially important, that they have a favorable balance of risks and benefits, that they respect the privacy and confidentiality of the participants, that they are carried out an appropriate informed consent process, etc. ",Expert,Public Health,Public Health,6,2,8,25.00,,Missing,Yes,Majority Men,"https://busquedas.elperuano.pe/normaslegales/establecen-medidas-para-asegurar-el-adecuado-desarrollo-de-l-decreto-supremo-n-014-2020-sa-1865491-9/
https://web.ins.gob.pe/es/salud-publica/covid19/ensayos-clinicos;  
https://web.ins.gob.pe/index.php/es/prensa/noticia/peru-cuenta-con-comite-de-etica-para-evaluacion-y-supervision-etica-de-ensayos"
ECU,Ecuador,Americas,Latin America and the Caribbean,LAC,COVID-19 Technical Team (Mesa Técnica COVID-19),"The COVID-19 Technical Team was created in September 2020 through the Ministerial Agreement No. 0057-2020. The goals are 1) summon the highest representatives of the institutions that are part of the Comprehensive Public Health Network and the representatives of the Complementary Private Network, and 2) form the technical table of response to the health effects caused by COVID-19. The Team is chaired by the Vice Minister of Governance and Health Surveillance or their delegate  from the Ministry of Public Health. The first meeting took place on September 24, 2020.",Decision-Making,Public Health,Public Health,23,8,31,25.81,,Missing,Yes,Majority Men,"https://gh.bmj.com/content/5/10/e003549; 
https://www.salud.gob.ec/mesa-tecnica-de-respuesta-frente-a-los-efectos-en-la-salud-provocados-por-el-sars-cov-2-causante-de-la-COVID-19/; 
https://www.salud.gob.ec/viceministerio-de-gobernanza-y-vigilancia-de-la-salud/"
ETH,Ethiopia,Africa,Sub-Saharan Africa,OECD,National COVID-19 Advisory Committee,"The National COVID-19 Advisory Committee was established by the Federal Ministry of Health. The Committee is composed of several experts from universities and non-profits with background experiences in disaster management, prevention and treatment of infectious disease epidemics. The Committee was tasked with developing the National Comprehensive COVID-19 Management Handbook published in April 2020, and serves as a guide to contain the pandemic for policy makers and health professionals.",Expert,Public Health,Public Health,17,6,23,26.09,Man,No,Yes,Majority Men,"https://gh.bmj.com/content/5/10/e003549;
https://COVIDlawlab.org/item/national-comprehensive-COVID-19-management-handbook/"
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Africa,Health Sector Committee to Fight COVID-19 (Comité Sectoriel Santé de Lutte Contre la COVID-19),"The Health Sector Committee to Fight Covid-19 (Comite' Sectorial Sante' de Lutte Contre la Covid -19) in Burkina Faso advises on measures to contain the COVID-19 pandemic, based on recommendations from the coordination structure responsible for the response at the Ministry of Health. The Committee includes a Ministry of Health official, infectious disease specialists, epidemiologists, public health specialists as well a private sector representative. ",Expert,Public Health,Public Health,14,5,19,26.32,Man,No,Yes,Majority Men,"https://sahelien.com/en/west-africa-confronts-a-second-wave-of-coronavirus/; 
https://horizon.documentation.ird.fr/exl-doc/pleins_textes/divers20-10/010079781.pdf; 
https://www.who.int/docs/default-source/hgf/burkina-faso.pdf?sfvrsn=77bdc4a4_11
https://www.sante.gov.bf/detail?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Bnews%5D=407&cHash=7f02713d20b78141443c30be0dcd1df2."
